,Unnamed: 0,feature level,value,instance,county_fips,bar color,feature name,feature level2,dash text
36,7,"% adults, < HS diploma > 17.78",0.15889222993883592,3,1007.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
37,3,PSA Test > 41.43,0.3269337586396038,3,1007.0,#ff9366,PSA Test,high,PSA Test (high)
38,1,unemployment rate > 5.68,0.5280727634239868,3,1007.0,#ff9366,unemployment rate,high,unemployment rate (high)
39,0,% poverty > 24.00,2.3866901925544552,3,1007.0,#ff9366,% poverty,high,% poverty (high)
40,0,14.00 < % poverty <= 19.00,-0.9343426080784512,4,1009.0,#6f679f,% poverty,medium,% poverty (medium)
41,3,population > 35478.00,-0.2737895405831856,4,1009.0,#6f679f,population,high,population (high)
42,4,BMI Categories > 33.65,-0.215719009957636,4,1009.0,#6f679f,BMI Categories,high,BMI Categories (high)
43,7,"# people per PC doctor, NP only > 6247.62",-0.14929300775821036,4,1009.0,#6f679f,# people per PC doctor,high,# people per PC doctor (high)
44,8,median income > 99.40,-0.14091677889451293,4,1009.0,#6f679f,median income,high,median income (high)
45,9,Alcohol Consumption <= 50.42,-0.10152982248478128,4,1009.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
46,6,"31.60 < % adults, HS diploma only <= 35.80",0.15694231340037648,4,1009.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
47,5,"% adults, < HS diploma > 17.78",0.16882775375084305,4,1009.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
48,2,PSA Test > 41.43,0.3767913842715544,4,1009.0,#ff9366,PSA Test,high,PSA Test (high)
49,1,# people per PC doctor > 3223.50,0.446682359144707,4,1009.0,#ff9366,# people per PC doctor,high,# people per PC doctor (high)
50,5,BMI Categories > 33.65,-0.24292066089037376,5,1011.0,#6f679f,BMI Categories,high,BMI Categories (high)
51,6,"3515.14 < # people per PC doctor, NP only <= 6247.62",-0.2053475102833361,5,1011.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
52,9,Other Cancer > 7.02,0.10979933295629317,5,1011.0,#ff9366,Other Cancer,high,Other Cancer (high)
53,8,"% adults, < HS diploma > 17.78",0.14355699378675954,5,1011.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
54,7,"31.60 < % adults, HS diploma only <= 35.80",0.18232245062418612,5,1011.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
55,4,median income <= 80.45,0.2911877951500421,5,1011.0,#ff9366,median income,medium,median income (medium)
56,3,5777.50 < population <= 12790.50,0.3068871325502465,5,1011.0,#ff9366,population,medium,population (medium)
57,2,PSA Test > 41.43,0.3421718218774573,5,1011.0,#ff9366,PSA Test,high,PSA Test (high)
58,1,unemployment rate > 5.68,0.5581887326622038,5,1011.0,#ff9366,unemployment rate,high,unemployment rate (high)
59,0,% poverty > 24.00,2.36264031501644,5,1011.0,#ff9366,% poverty,high,% poverty (high)
60,3,1225.09 < # people per PC doctor <= 1953.17,-0.2725378313591165,6,1013.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
61,5,12790.50 < population <= 35478.00,-0.23493562478604754,6,1013.0,#6f679f,population,medium,population (medium)
62,6,BMI Categories > 33.65,-0.2274914696927001,6,1013.0,#6f679f,BMI Categories,high,BMI Categories (high)
63,8,Pneumonia Vaccination <= 71.27,-0.1323002016728938,6,1013.0,#6f679f,Pneumonia Vaccination,medium,Pneumonia Vaccination (medium)
64,9,"2077.38 < # people per PC doctor, NP only <= 3515.14",0.12908862681249905,6,1013.0,#ff9366,# people per PC doctor,medium,# people per PC doctor (medium)
65,7,"% adults, < HS diploma > 17.78",0.1826676756091447,6,1013.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
66,4,median income <= 80.45,0.2436559863241228,6,1013.0,#ff9366,median income,medium,median income (medium)
67,2,PSA Test > 41.43,0.3085732914029902,6,1013.0,#ff9366,PSA Test,high,PSA Test (high)
68,1,unemployment rate > 5.68,0.5300313110071982,6,1013.0,#ff9366,unemployment rate,high,unemployment rate (high)
69,0,% poverty > 24.00,2.4305389327984392,6,1013.0,#ff9366,% poverty,high,% poverty (high)
70,3,BMI Categories > 33.65,-0.2976764310521016,7,1015.0,#6f679f,BMI Categories,high,BMI Categories (high)
71,4,population > 35478.00,-0.26778949647572314,7,1015.0,#6f679f,population,high,population (high)
72,5,1225.09 < # people per PC doctor <= 1953.17,-0.26357239827296985,7,1015.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
73,7,Exercise <= 74.81,-0.13798810643842369,7,1015.0,#6f679f,Exercise,medium,Exercise (medium)
74,8,"14.30 < % adults, B.S. degree <= 18.30",-0.11171991132217303,7,1015.0,#6f679f,"% adults, B.S. degree",medium,"% adults, B.S. degree (medium)"
75,9,Alcohol Consumption <= 50.42,-0.09329322596373192,7,1015.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
76,6,"31.60 < % adults, HS diploma only <= 35.80",0.19797443843389173,7,1015.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
77,2,PSA Test > 41.43,0.3284835549224895,7,1015.0,#ff9366,PSA Test,high,PSA Test (high)
78,1,unemployment rate > 5.68,0.5799136682572229,7,1015.0,#ff9366,unemployment rate,high,unemployment rate (high)
79,0,% poverty > 24.00,2.4171526642419123,7,1015.0,#ff9366,% poverty,high,% poverty (high)
80,2,BMI Categories > 33.65,-0.20843916546088148,8,1017.0,#6f679f,BMI Categories,high,BMI Categories (high)
81,3,12790.50 < population <= 35478.00,-0.20239848573925048,8,1017.0,#6f679f,population,medium,population (medium)
82,4,"# people per PC doctor, NP only > 6247.62",-0.18267071512925276,8,1017.0,#6f679f,# people per PC doctor,high,# people per PC doctor (high)
83,6,Exercise <= 74.81,-0.11115789172584166,8,1017.0,#6f679f,Exercise,medium,Exercise (medium)
84,7,1953.17 < # people per PC doctor <= 3223.50,-0.09782913511022913,8,1017.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
85,9,Alcohol Consumption <= 50.42,-0.07577186609613386,8,1017.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
86,8,Depression > 18.83,0.08811368208830274,8,1017.0,#ff9366,Depression,high,Depression (high)
87,5,"% adults, < HS diploma > 17.78",0.14911060977576432,8,1017.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
88,1,PSA Test > 41.43,0.3100459286795525,8,1017.0,#ff9366,PSA Test,high,PSA Test (high)
89,0,% poverty > 24.00,2.3320562079555924,8,1017.0,#ff9366,% poverty,high,% poverty (high)
90,2,BMI Categories > 33.65,-0.3075822309353593,9,1019.0,#6f679f,BMI Categories,high,BMI Categories (high)
91,3,12790.50 < population <= 35478.00,-0.19371878343760798,9,1019.0,#6f679f,population,medium,population (medium)
92,4,# people per PC doctor <= 1225.09,-0.140966839142817,9,1019.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
93,6,"# people per PC doctor, MD only <= 2243.77",-0.1096033824437234,9,1019.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
94,7,Exercise <= 74.81,-0.10317177364336888,9,1019.0,#6f679f,Exercise,medium,Exercise (medium)
95,8,Alcohol Consumption <= 50.42,-0.08751524763461173,9,1019.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
96,9,Depression > 18.83,0.07162082138603462,9,1019.0,#ff9366,Depression,high,Depression (high)
97,5,"% adults, < HS diploma > 17.78",0.13521786455007195,9,1019.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
98,1,PSA Test > 41.43,0.31824517533328445,9,1019.0,#ff9366,PSA Test,high,PSA Test (high)
99,0,% poverty > 24.00,2.3756025566617813,9,1019.0,#ff9366,% poverty,high,% poverty (high)
100,1,"% adults, HS diploma only > 40.48",-0.5563596704943812,10,1021.0,#6f679f,"% adults, HS diploma only",high,"% adults, HS diploma only (high)"
101,3,population > 35478.00,-0.3083101305154285,10,1021.0,#6f679f,population,high,population (high)
102,5,BMI Categories > 33.65,-0.2444834284336919,10,1021.0,#6f679f,BMI Categories,high,BMI Categories (high)
103,7,"# people per PC doctor, NP only > 6247.62",-0.14360015467469425,10,1021.0,#6f679f,# people per PC doctor,high,# people per PC doctor (high)
104,8,11.30 < birth rate <= 12.80,-0.10979434899504724,10,1021.0,#6f679f,birth rate,medium,birth rate (medium)
105,9,rural-urban code <= 3.00,-0.09753752129301548,10,1021.0,#6f679f,rural-urban code,medium,rural-urban code (medium)
106,6,"% adults, < HS diploma > 17.78",0.17202127277013318,10,1021.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
107,4,PSA Test > 41.43,0.30246958069821217,10,1021.0,#ff9366,PSA Test,high,PSA Test (high)
108,2,# people per PC doctor > 3223.50,0.4439038569448093,10,1021.0,#ff9366,# people per PC doctor,high,# people per PC doctor (high)
109,0,% poverty > 24.00,2.3968051277618,10,1021.0,#ff9366,% poverty,high,% poverty (high)
110,3,BMI Categories > 33.65,-0.2507851574801496,11,1023.0,#6f679f,BMI Categories,high,BMI Categories (high)
111,5,12790.50 < population <= 35478.00,-0.2350454593689923,11,1023.0,#6f679f,population,medium,population (medium)
112,6,1225.09 < # people per PC doctor <= 1953.17,-0.2253259571345969,11,1023.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
113,8,Alcohol Consumption <= 50.42,-0.12402085586393898,11,1023.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
114,9,Exercise <= 74.81,-0.10981973005379647,11,1023.0,#6f679f,Exercise,medium,Exercise (medium)
115,7,"% adults, < HS diploma > 17.78",0.20774882345829607,11,1023.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
116,4,median income <= 80.45,0.2451481778325415,11,1023.0,#ff9366,median income,medium,median income (medium)
117,2,PSA Test > 41.43,0.3491264149943774,11,1023.0,#ff9366,PSA Test,high,PSA Test (high)
118,1,unemployment rate > 5.68,0.590574137147695,11,1023.0,#ff9366,unemployment rate,high,unemployment rate (high)
119,0,% poverty > 24.00,2.31835408597699,11,1023.0,#ff9366,% poverty,high,% poverty (high)
120,2,"% adults, HS diploma only > 40.48",-0.5056955135211899,12,1025.0,#6f679f,"% adults, HS diploma only",high,"% adults, HS diploma only (high)"
121,4,BMI Categories > 33.65,-0.2512316696218865,12,1025.0,#6f679f,BMI Categories,high,BMI Categories (high)
122,5,12790.50 < population <= 35478.00,-0.2317173876255456,12,1025.0,#6f679f,population,medium,population (medium)
123,7,# people per PC doctor <= 1225.09,-0.15038617950807096,12,1025.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
124,9,Alcohol Consumption <= 50.42,-0.08405298121375926,12,1025.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
125,8,"% adults, < HS diploma > 17.78",0.1392935286028987,12,1025.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
126,6,median income <= 80.45,0.1845345904955853,12,1025.0,#ff9366,median income,medium,median income (medium)
127,3,PSA Test > 41.43,0.3285856354188548,12,1025.0,#ff9366,PSA Test,high,PSA Test (high)
128,1,unemployment rate > 5.68,0.5193812619761742,12,1025.0,#ff9366,unemployment rate,high,unemployment rate (high)
129,0,% poverty > 24.00,2.4108786647861384,12,1025.0,#ff9366,% poverty,high,% poverty (high)
130,3,BMI Categories > 33.65,-0.2310919412856977,13,1027.0,#6f679f,BMI Categories,high,BMI Categories (high)
131,4,12790.50 < population <= 35478.00,-0.2273223488811236,13,1027.0,#6f679f,population,medium,population (medium)
132,6,# people per PC doctor <= 1225.09,-0.15247099133643716,13,1027.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
133,8,Alcohol Consumption <= 50.42,-0.11630153319343525,13,1027.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
134,9,Depression > 18.83,0.08771545529810662,13,1027.0,#ff9366,Depression,high,Depression (high)
135,7,"% adults, < HS diploma > 17.78",0.12359030411340324,13,1027.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
136,5,"31.60 < % adults, HS diploma only <= 35.80",0.21609962151399656,13,1027.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
137,2,PSA Test > 41.43,0.30147127710605565,13,1027.0,#ff9366,PSA Test,high,PSA Test (high)
138,1,unemployment rate > 5.68,0.5447881856961694,13,1027.0,#ff9366,unemployment rate,high,unemployment rate (high)
139,0,% poverty > 24.00,2.3761293029636925,13,1027.0,#ff9366,% poverty,high,% poverty (high)
140,4,12790.50 < population <= 35478.00,-0.2505614720799812,14,1029.0,#6f679f,population,medium,population (medium)
141,5,BMI Categories > 33.65,-0.2440587130317424,14,1029.0,#6f679f,BMI Categories,high,BMI Categories (high)
142,7,"# people per PC doctor, NP only > 6247.62",-0.1210606946252089,14,1029.0,#6f679f,# people per PC doctor,high,# people per PC doctor (high)
143,8,Pneumonia Vaccination <= 71.27,-0.11828337892568193,14,1029.0,#6f679f,Pneumonia Vaccination,medium,Pneumonia Vaccination (medium)
144,9,Exercise <= 74.81,-0.09471100391692527,14,1029.0,#6f679f,Exercise,medium,Exercise (medium)
145,6,"% adults, < HS diploma > 17.78",0.1381664344113245,14,1029.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
146,3,PSA Test > 41.43,0.332784066868503,14,1029.0,#ff9366,PSA Test,high,PSA Test (high)
147,2,# people per PC doctor > 3223.50,0.4880545148802453,14,1029.0,#ff9366,# people per PC doctor,high,# people per PC doctor (high)
148,1,unemployment rate > 5.68,0.5367632860626537,14,1029.0,#ff9366,unemployment rate,high,unemployment rate (high)
149,0,% poverty > 24.00,2.4034275803367287,14,1029.0,#ff9366,% poverty,high,% poverty (high)
150,1,19.00 < % poverty <= 24.00,-0.42540954557644495,15,1031.0,#6f679f,% poverty,medium,% poverty (medium)
151,3,population > 35478.00,-0.2462724921338527,15,1031.0,#6f679f,population,high,population (high)
152,4,1225.09 < # people per PC doctor <= 1953.17,-0.2370277011126017,15,1031.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
153,7,BMI Categories > 33.65,-0.1445337734632555,15,1031.0,#6f679f,BMI Categories,high,BMI Categories (high)
154,8,median income > 99.40,-0.11820309672295305,15,1031.0,#6f679f,median income,high,median income (high)
155,9,Alcohol Consumption <= 50.42,-0.0847957477434978,15,1031.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
156,6,Depression > 18.83,0.2015113160175368,15,1031.0,#ff9366,Depression,high,Depression (high)
157,5,"% adults, HS diploma only <= 31.60",0.21955338281322206,15,1031.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
158,2,PSA Test > 41.43,0.3791434183529743,15,1031.0,#ff9366,PSA Test,high,PSA Test (high)
159,0,unemployment rate > 5.68,0.5673143903952638,15,1031.0,#ff9366,unemployment rate,high,unemployment rate (high)
160,3,population > 35478.00,-0.3174058844837506,16,1033.0,#6f679f,population,high,population (high)
161,5,BMI Categories > 33.65,-0.22994577645534614,16,1033.0,#6f679f,BMI Categories,high,BMI Categories (high)
162,7,median income > 99.40,-0.1616726656310767,16,1033.0,#6f679f,median income,high,median income (high)
163,8,# people per PC doctor <= 1225.09,-0.1550227649480495,16,1033.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
164,9,Exercise <= 74.81,-0.1052048331264962,16,1033.0,#6f679f,Exercise,medium,Exercise (medium)
165,6,"31.60 < % adults, HS diploma only <= 35.80",0.1845416049333127,16,1033.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
166,4,PSA Test > 41.43,0.2725145666157977,16,1033.0,#ff9366,PSA Test,high,PSA Test (high)
167,2,"# people per PC doctor, NP only <= 2077.38",0.32332203782125885,16,1033.0,#ff9366,# people per PC doctor,medium,# people per PC doctor (medium)
168,1,unemployment rate > 5.68,0.5291718002783176,16,1033.0,#ff9366,unemployment rate,high,unemployment rate (high)
169,0,% poverty > 24.00,2.36817034352055,16,1033.0,#ff9366,% poverty,high,% poverty (high)
170,2,"% adults, HS diploma only > 40.48",-0.4983061581695246,17,1035.0,#6f679f,"% adults, HS diploma only",high,"% adults, HS diploma only (high)"
171,5,BMI Categories > 33.65,-0.3317792164594327,17,1035.0,#6f679f,BMI Categories,high,BMI Categories (high)
172,9,"# people per PC doctor, NP only > 6247.62",-0.1463317048978452,17,1035.0,#6f679f,# people per PC doctor,high,# people per PC doctor (high)
173,8,"% adults, < HS diploma > 17.78",0.1993111550127053,17,1035.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
174,7,median income <= 80.45,0.2389014809899944,17,1035.0,#ff9366,median income,medium,median income (medium)
175,6,5777.50 < population <= 12790.50,0.24529103933984656,17,1035.0,#ff9366,population,medium,population (medium)
176,4,PSA Test > 41.43,0.3453104750876098,17,1035.0,#ff9366,PSA Test,high,PSA Test (high)
177,3,# people per PC doctor > 3223.50,0.4740131919158279,17,1035.0,#ff9366,# people per PC doctor,high,# people per PC doctor (high)
178,1,unemployment rate > 5.68,0.5445692849102063,17,1035.0,#ff9366,unemployment rate,high,unemployment rate (high)
179,0,% poverty > 24.00,2.431311621658353,17,1035.0,#ff9366,% poverty,high,% poverty (high)
180,5,BMI Categories > 33.65,-0.21681128887574985,18,1037.0,#6f679f,BMI Categories,high,BMI Categories (high)
181,8,"# people per PC doctor, NP only > 6247.62",-0.10868791539856093,18,1037.0,#6f679f,# people per PC doctor,high,# people per PC doctor (high)
182,9,Depression > 18.83,0.1033086435176199,18,1037.0,#ff9366,Depression,high,Depression (high)
183,7,"% adults, < HS diploma > 17.78",0.15026345340243025,18,1037.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
184,6,median income <= 80.45,0.20541259199506445,18,1037.0,#ff9366,median income,medium,median income (medium)
185,4,5777.50 < population <= 12790.50,0.24097762592161115,18,1037.0,#ff9366,population,medium,population (medium)
186,3,PSA Test > 41.43,0.3192524041934124,18,1037.0,#ff9366,PSA Test,high,PSA Test (high)
187,2,# people per PC doctor > 3223.50,0.4702715923720549,18,1037.0,#ff9366,# people per PC doctor,high,# people per PC doctor (high)
188,1,unemployment rate > 5.68,0.5605490101355334,18,1037.0,#ff9366,unemployment rate,high,unemployment rate (high)
189,0,% poverty > 24.00,2.37270898910413,18,1037.0,#ff9366,% poverty,high,% poverty (high)
190,3,population > 35478.00,-0.306043814039186,19,1039.0,#6f679f,population,high,population (high)
191,5,BMI Categories > 33.65,-0.26285814651673833,19,1039.0,#6f679f,BMI Categories,high,BMI Categories (high)
192,9,# people per PC doctor <= 1225.09,-0.1783146097461651,19,1039.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
193,8,"% adults, < HS diploma > 17.78",0.17921631851545722,19,1039.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
194,7,"31.60 < % adults, HS diploma only <= 35.80",0.21883691704885266,19,1039.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
195,6,median income <= 80.45,0.2406515046244966,19,1039.0,#ff9366,median income,medium,median income (medium)
196,4,"# people per PC doctor, NP only <= 2077.38",0.2665505027162778,19,1039.0,#ff9366,# people per PC doctor,medium,# people per PC doctor (medium)
197,2,PSA Test > 41.43,0.3405953795649517,19,1039.0,#ff9366,PSA Test,high,PSA Test (high)
198,1,unemployment rate > 5.68,0.5124049318080507,19,1039.0,#ff9366,unemployment rate,high,unemployment rate (high)
199,0,% poverty > 24.00,2.306023962341274,19,1039.0,#ff9366,% poverty,high,% poverty (high)
200,4,BMI Categories > 33.65,-0.2468226814926361,20,1041.0,#6f679f,BMI Categories,high,BMI Categories (high)
201,5,12790.50 < population <= 35478.00,-0.21420156561511053,20,1041.0,#6f679f,population,medium,population (medium)
202,6,1225.09 < # people per PC doctor <= 1953.17,-0.21413145948075354,20,1041.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
203,8,Exercise <= 74.81,-0.1492432400695529,20,1041.0,#6f679f,Exercise,medium,Exercise (medium)
204,9,"14.30 < % adults, B.S. degree <= 18.30",-0.09341431698368356,20,1041.0,#6f679f,"% adults, B.S. degree",medium,"% adults, B.S. degree (medium)"
205,7,"% adults, < HS diploma > 17.78",0.1890996374644109,20,1041.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
206,3,"# people per PC doctor, NP only <= 2077.38",0.2598999480216927,20,1041.0,#ff9366,# people per PC doctor,medium,# people per PC doctor (medium)
207,2,PSA Test > 41.43,0.3983649401757972,20,1041.0,#ff9366,PSA Test,high,PSA Test (high)
208,1,unemployment rate > 5.68,0.5831267146904574,20,1041.0,#ff9366,unemployment rate,high,unemployment rate (high)
209,0,% poverty > 24.00,2.38680766458166,20,1041.0,#ff9366,% poverty,high,% poverty (high)
210,0,19.00 < % poverty <= 24.00,-0.3931362134771498,21,1043.0,#6f679f,% poverty,medium,% poverty (medium)
211,2,BMI Categories > 33.65,-0.3206353159595837,21,1043.0,#6f679f,BMI Categories,high,BMI Categories (high)
212,4,population > 35478.00,-0.24999752574947445,21,1043.0,#6f679f,population,high,population (high)
213,7,"14.30 < % adults, B.S. degree <= 18.30",-0.14347918854501845,21,1043.0,#6f679f,"% adults, B.S. degree",medium,"% adults, B.S. degree (medium)"
214,8,# people per PC doctor <= 1225.09,-0.13401538085659054,21,1043.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
215,9,4.27 < Drink and Drive <= 4.86,0.1017274441302916,21,1043.0,#ff9366,Drink and Drive,medium,Drink and Drive (medium)
216,6,"% adults, < HS diploma > 17.78",0.1873377222244548,21,1043.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
217,5,"31.60 < % adults, HS diploma only <= 35.80",0.19832075394864512,21,1043.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
218,3,"# people per PC doctor, NP only <= 2077.38",0.3002442003556776,21,1043.0,#ff9366,# people per PC doctor,medium,# people per PC doctor (medium)
219,1,PSA Test > 41.43,0.37258175446197933,21,1043.0,#ff9366,PSA Test,high,PSA Test (high)
220,3,"3515.14 < # people per PC doctor, NP only <= 6247.62",-0.2669038120360613,22,1045.0,#6f679f,# people per PC doctor,medium,# people per PC doctor (medium)
221,4,population > 35478.00,-0.2520345461683738,22,1045.0,#6f679f,population,high,population (high)
222,5,BMI Categories > 33.65,-0.2451560248226096,22,1045.0,#6f679f,BMI Categories,high,BMI Categories (high)
223,7,Exercise <= 74.81,-0.1018386456252536,22,1045.0,#6f679f,Exercise,medium,Exercise (medium)
224,8,Alcohol Consumption <= 50.42,-0.1016345894926776,22,1045.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
225,9,Depression > 18.83,0.0881149577521458,22,1045.0,#ff9366,Depression,high,Depression (high)
226,6,"31.60 < % adults, HS diploma only <= 35.80",0.21609677677523104,22,1045.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
227,2,PSA Test > 41.43,0.3435007180006795,22,1045.0,#ff9366,PSA Test,high,PSA Test (high)
