,Unnamed: 0,feature level,value,instance,county_fips,bar color,feature name,feature level2,dash text
34,8,rural-urban code <= 3.00,-0.10431257217489977,3,1007.0,#6f679f,rural-urban code,medium,rural-urban code (medium)
35,9,Alcohol Consumption <= 50.42,-0.07957132182414324,3,1007.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
36,7,"% adults, < HS diploma > 17.78",0.1221286163434552,3,1007.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
37,3,PSA Test > 41.43,0.33802756626735764,3,1007.0,#ff9366,PSA Test,high,PSA Test (high)
38,1,unemployment rate > 5.68,0.5530629498529618,3,1007.0,#ff9366,unemployment rate,high,unemployment rate (high)
39,0,% poverty > 24.00,2.3882775970063608,3,1007.0,#ff9366,% poverty,high,% poverty (high)
40,0,14.00 < % poverty <= 19.00,-0.88668482760915,4,1009.0,#6f679f,% poverty,medium,% poverty (medium)
41,2,population > 35478.00,-0.29803130856480764,4,1009.0,#6f679f,population,high,population (high)
42,4,BMI Categories > 33.65,-0.224123342801698,4,1009.0,#6f679f,BMI Categories,high,BMI Categories (high)
43,5,# people per NP > 6247.62,-0.22356745897441568,4,1009.0,#6f679f,# people per NP,high,# people per NP (high)
44,8,rural-urban code <= 3.00,-0.12457822541558627,4,1009.0,#6f679f,rural-urban code,medium,rural-urban code (medium)
45,9,median income > 99.40,-0.12101058078970975,4,1009.0,#6f679f,median income,high,median income (high)
46,7,"% adults, < HS diploma > 17.78",0.15426799103757433,4,1009.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
47,6,"31.60 < % adults, HS diploma only <= 35.80",0.17543865253811214,4,1009.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
48,3,PSA Test > 41.43,0.2676985225162685,4,1009.0,#ff9366,PSA Test,high,PSA Test (high)
49,1,# people per PC > 3223.50,0.4676017977287816,4,1009.0,#ff9366,# people per PC,high,# people per PC (high)
50,4,3515.14 < # people per NP <= 6247.62,-0.2400244796063541,5,1011.0,#6f679f,# people per NP,medium,# people per NP (medium)
51,5,BMI Categories > 33.65,-0.2319942861672937,5,1011.0,#6f679f,BMI Categories,high,BMI Categories (high)
52,9,Exercise <= 74.81,-0.11949098587216113,5,1011.0,#6f679f,Exercise,medium,Exercise (medium)
53,8,"% adults, < HS diploma > 17.78",0.17401293679544888,5,1011.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
54,7,"31.60 < % adults, HS diploma only <= 35.80",0.2140161205590419,5,1011.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
55,6,median income <= 80.45,0.22444052832973246,5,1011.0,#ff9366,median income,medium,median income (medium)
56,3,5777.50 < population <= 12790.50,0.28056084901044753,5,1011.0,#ff9366,population,medium,population (medium)
57,2,PSA Test > 41.43,0.3233082062802793,5,1011.0,#ff9366,PSA Test,high,PSA Test (high)
58,1,unemployment rate > 5.68,0.530835688810534,5,1011.0,#ff9366,unemployment rate,high,unemployment rate (high)
59,0,% poverty > 24.00,2.408573826662437,5,1011.0,#ff9366,% poverty,high,% poverty (high)
60,2,BMI Categories > 33.65,-0.2948213922436765,6,1013.0,#6f679f,BMI Categories,high,BMI Categories (high)
61,4,12790.50 < population <= 35478.00,-0.2424887549179153,6,1013.0,#6f679f,population,medium,population (medium)
62,5,1225.09 < # people per PC <= 1953.17,-0.2338540099101072,6,1013.0,#6f679f,# people per PC,medium,# people per PC (medium)
63,8,Exercise <= 74.81,-0.13389928832258075,6,1013.0,#6f679f,Exercise,medium,Exercise (medium)
64,9,4.27 < Drink and Drive <= 4.86,-0.0942036688253571,6,1013.0,#6f679f,Drink and Drive,medium,Drink and Drive (medium)
65,7,"% adults, < HS diploma > 17.78",0.2075766849403644,6,1013.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
66,6,median income <= 80.45,0.2316593059808647,6,1013.0,#ff9366,median income,medium,median income (medium)
67,3,PSA Test > 41.43,0.29080079417054017,6,1013.0,#ff9366,PSA Test,high,PSA Test (high)
68,1,unemployment rate > 5.68,0.5850948450740442,6,1013.0,#ff9366,unemployment rate,high,unemployment rate (high)
69,0,% poverty > 24.00,2.4102397904571258,6,1013.0,#ff9366,% poverty,high,% poverty (high)
70,3,population > 35478.00,-0.2820064835453718,7,1015.0,#6f679f,population,high,population (high)
71,4,1225.09 < # people per PC <= 1953.17,-0.2761754596052658,7,1015.0,#6f679f,# people per PC,medium,# people per PC (medium)
72,6,BMI Categories > 33.65,-0.14662890753093288,7,1015.0,#6f679f,BMI Categories,high,BMI Categories (high)
73,7,Pneumonia Vaccination <= 71.27,-0.1334627119909095,7,1015.0,#6f679f,Pneumonia Vaccination,medium,Pneumonia Vaccination (medium)
74,8,Exercise <= 74.81,-0.12823439653588484,7,1015.0,#6f679f,Exercise,medium,Exercise (medium)
75,9,4.27 < Drink and Drive <= 4.86,-0.10891525364053677,7,1015.0,#6f679f,Drink and Drive,medium,Drink and Drive (medium)
76,5,"31.60 < % adults, HS diploma only <= 35.80",0.2328025000428374,7,1015.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
77,2,PSA Test > 41.43,0.3225886908169871,7,1015.0,#ff9366,PSA Test,high,PSA Test (high)
78,1,unemployment rate > 5.68,0.4662105123449089,7,1015.0,#ff9366,unemployment rate,high,unemployment rate (high)
79,0,% poverty > 24.00,2.4035830102001357,7,1015.0,#ff9366,% poverty,high,% poverty (high)
80,2,BMI Categories > 33.65,-0.21797472616843866,8,1017.0,#6f679f,BMI Categories,high,BMI Categories (high)
81,3,12790.50 < population <= 35478.00,-0.17798096241984646,8,1017.0,#6f679f,population,medium,population (medium)
82,5,# people per NP > 6247.62,-0.1275461124138936,8,1017.0,#6f679f,# people per NP,high,# people per NP (high)
83,6,Exercise <= 74.81,-0.11461679244445695,8,1017.0,#6f679f,Exercise,medium,Exercise (medium)
84,8,Alcohol Consumption <= 50.42,-0.08055531065579312,8,1017.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
85,9,death rate > 11.30,0.07053222596233465,8,1017.0,#ff9366,death rate,high,death rate (high)
86,7,Kidney > 3.18,0.10892752816805548,8,1017.0,#ff9366,Kidney,high,Kidney (high)
87,4,"% adults, < HS diploma > 17.78",0.1686307572038937,8,1017.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
88,1,PSA Test > 41.43,0.2924001705765636,8,1017.0,#ff9366,PSA Test,high,PSA Test (high)
89,0,% poverty > 24.00,2.451725152161432,8,1017.0,#ff9366,% poverty,high,% poverty (high)
90,2,BMI Categories > 33.65,-0.259865589188244,9,1019.0,#6f679f,BMI Categories,high,BMI Categories (high)
91,3,12790.50 < population <= 35478.00,-0.1698296379935952,9,1019.0,#6f679f,population,medium,population (medium)
92,4,# people per PC <= 1225.09,-0.15226725035211222,9,1019.0,#6f679f,# people per PC,medium,# people per PC (medium)
93,6,Exercise <= 74.81,-0.11738768118955395,9,1019.0,#6f679f,Exercise,medium,Exercise (medium)
94,8,Pneumonia Vaccination <= 71.27,-0.07908439475295323,9,1019.0,#6f679f,Pneumonia Vaccination,medium,Pneumonia Vaccination (medium)
95,9,81.06 < Under 65 Coverage <= 86.28,0.0753214682729782,9,1019.0,#ff9366,Under 65 Coverage,medium,Under 65 Coverage (medium)
96,7,Depression > 18.83,0.10477959781923464,9,1019.0,#ff9366,Depression,high,Depression (high)
97,5,"% adults, < HS diploma > 17.78",0.13007526353203033,9,1019.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
98,1,PSA Test > 41.43,0.33135787598745897,9,1019.0,#ff9366,PSA Test,high,PSA Test (high)
99,0,% poverty > 24.00,2.411234913607485,9,1019.0,#ff9366,% poverty,high,% poverty (high)
100,1,"% adults, HS diploma only > 40.48",-0.4711748442448437,10,1021.0,#6f679f,"% adults, HS diploma only",high,"% adults, HS diploma only (high)"
101,3,population > 35478.00,-0.3136083865825681,10,1021.0,#6f679f,population,high,population (high)
102,5,BMI Categories > 33.65,-0.2822210757985818,10,1021.0,#6f679f,BMI Categories,high,BMI Categories (high)
103,7,# people per NP > 6247.62,-0.15627411894358545,10,1021.0,#6f679f,# people per NP,high,# people per NP (high)
104,8,rural-urban code <= 3.00,-0.12997953484997612,10,1021.0,#6f679f,rural-urban code,medium,rural-urban code (medium)
105,9,4.60 < unemployment rate <= 5.68,0.10720688613632794,10,1021.0,#ff9366,unemployment rate,medium,unemployment rate (medium)
106,6,"% adults, < HS diploma > 17.78",0.17854675757657745,10,1021.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
107,4,PSA Test > 41.43,0.30015241963326345,10,1021.0,#ff9366,PSA Test,high,PSA Test (high)
108,2,# people per PC > 3223.50,0.4257718938514584,10,1021.0,#ff9366,# people per PC,high,# people per PC (high)
109,0,% poverty > 24.00,2.3702104921335345,10,1021.0,#ff9366,% poverty,high,% poverty (high)
110,3,BMI Categories > 33.65,-0.25209618603021033,11,1023.0,#6f679f,BMI Categories,high,BMI Categories (high)
111,4,1225.09 < # people per PC <= 1953.17,-0.2376004678088787,11,1023.0,#6f679f,# people per PC,medium,# people per PC (medium)
112,5,12790.50 < population <= 35478.00,-0.23324114088637335,11,1023.0,#6f679f,population,medium,population (medium)
113,8,# people per NP > 6247.62,-0.11117387943241314,11,1023.0,#6f679f,# people per NP,high,# people per NP (high)
114,9,rural-urban code > 8.00,0.10521408019991013,11,1023.0,#ff9366,rural-urban code,high,rural-urban code (high)
115,7,"% adults, < HS diploma > 17.78",0.1570808738484286,11,1023.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
116,6,median income <= 80.45,0.2019270224144292,11,1023.0,#ff9366,median income,medium,median income (medium)
117,2,PSA Test > 41.43,0.30829004155577944,11,1023.0,#ff9366,PSA Test,high,PSA Test (high)
118,1,unemployment rate > 5.68,0.5891723792977995,11,1023.0,#ff9366,unemployment rate,high,unemployment rate (high)
119,0,% poverty > 24.00,2.4763306535237333,11,1023.0,#ff9366,% poverty,high,% poverty (high)
120,1,"% adults, HS diploma only > 40.48",-0.5512834325325128,12,1025.0,#6f679f,"% adults, HS diploma only",high,"% adults, HS diploma only (high)"
121,4,BMI Categories > 33.65,-0.23210283114760225,12,1025.0,#6f679f,BMI Categories,high,BMI Categories (high)
122,5,12790.50 < population <= 35478.00,-0.20798713768215904,12,1025.0,#6f679f,population,medium,population (medium)
123,7,# people per PC <= 1225.09,-0.1676847607471194,12,1025.0,#6f679f,# people per PC,medium,# people per PC (medium)
124,9,Exercise <= 74.81,-0.11924618251850555,12,1025.0,#6f679f,Exercise,medium,Exercise (medium)
125,8,"% adults, < HS diploma > 17.78",0.15800184695578193,12,1025.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
126,6,median income <= 80.45,0.19261186656387405,12,1025.0,#ff9366,median income,medium,median income (medium)
127,3,PSA Test > 41.43,0.3285413765651629,12,1025.0,#ff9366,PSA Test,high,PSA Test (high)
128,2,unemployment rate > 5.68,0.5179929369566451,12,1025.0,#ff9366,unemployment rate,high,unemployment rate (high)
129,0,% poverty > 24.00,2.406820160971575,12,1025.0,#ff9366,% poverty,high,% poverty (high)
130,3,12790.50 < population <= 35478.00,-0.24161410975549846,13,1027.0,#6f679f,population,medium,population (medium)
131,5,BMI Categories > 33.65,-0.21779169247129812,13,1027.0,#6f679f,BMI Categories,high,BMI Categories (high)
132,7,# people per PC <= 1225.09,-0.1549358199970325,13,1027.0,#6f679f,# people per PC,medium,# people per PC (medium)
133,8,Exercise <= 74.81,-0.132321236135059,13,1027.0,#6f679f,Exercise,medium,Exercise (medium)
134,9,rural-urban code > 8.00,0.1180363589247555,13,1027.0,#ff9366,rural-urban code,high,rural-urban code (high)
135,6,"% adults, < HS diploma > 17.78",0.17009902860835152,13,1027.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
136,4,"31.60 < % adults, HS diploma only <= 35.80",0.221619427058195,13,1027.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
137,2,PSA Test > 41.43,0.37127652617469786,13,1027.0,#ff9366,PSA Test,high,PSA Test (high)
138,1,unemployment rate > 5.68,0.5287937747072647,13,1027.0,#ff9366,unemployment rate,high,unemployment rate (high)
139,0,% poverty > 24.00,2.4095285481838715,13,1027.0,#ff9366,% poverty,high,% poverty (high)
140,4,12790.50 < population <= 35478.00,-0.2283702106606506,14,1029.0,#6f679f,population,medium,population (medium)
141,5,BMI Categories > 33.65,-0.2226229148392613,14,1029.0,#6f679f,BMI Categories,high,BMI Categories (high)
142,7,# people per NP > 6247.62,-0.13659784113066178,14,1029.0,#6f679f,# people per NP,high,# people per NP (high)
143,9,Depression > 18.83,0.1028451115476324,14,1029.0,#ff9366,Depression,high,Depression (high)
144,8,Other Cancer > 7.02,0.11065812190637246,14,1029.0,#ff9366,Other Cancer,high,Other Cancer (high)
145,6,"% adults, < HS diploma > 17.78",0.16460317577801412,14,1029.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
146,3,PSA Test > 41.43,0.3202286491705469,14,1029.0,#ff9366,PSA Test,high,PSA Test (high)
147,2,# people per PC > 3223.50,0.4825125341641739,14,1029.0,#ff9366,# people per PC,high,# people per PC (high)
148,1,unemployment rate > 5.68,0.5535602187999625,14,1029.0,#ff9366,unemployment rate,high,unemployment rate (high)
149,0,% poverty > 24.00,2.406832727647433,14,1029.0,#ff9366,% poverty,high,% poverty (high)
150,1,19.00 < % poverty <= 24.00,-0.4425937993717009,15,1031.0,#6f679f,% poverty,medium,% poverty (medium)
151,3,population > 35478.00,-0.3184461444023354,15,1031.0,#6f679f,population,high,population (high)
152,4,BMI Categories > 33.65,-0.3077611532604367,15,1031.0,#6f679f,BMI Categories,high,BMI Categories (high)
153,5,1225.09 < # people per PC <= 1953.17,-0.2598742821182909,15,1031.0,#6f679f,# people per PC,medium,# people per PC (medium)
154,8,median income > 99.40,-0.17105186146129828,15,1031.0,#6f679f,median income,high,median income (high)
155,9,11.30 < birth rate <= 12.80,-0.15530716149528748,15,1031.0,#6f679f,birth rate,medium,birth rate (medium)
156,7,"% adults, B.S. degree > 22.67",0.2341236752418405,15,1031.0,#ff9366,"% adults, B.S. degree",high,"% adults, B.S. degree (high)"
157,6,"% adults, HS diploma only <= 31.60",0.24731611887959665,15,1031.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
158,2,PSA Test > 41.43,0.3775644172396848,15,1031.0,#ff9366,PSA Test,high,PSA Test (high)
159,0,unemployment rate > 5.68,0.4842352503447888,15,1031.0,#ff9366,unemployment rate,high,unemployment rate (high)
160,4,population > 35478.00,-0.26090520071107065,16,1033.0,#6f679f,population,high,population (high)
161,6,BMI Categories > 33.65,-0.2237387402045122,16,1033.0,#6f679f,BMI Categories,high,BMI Categories (high)
162,7,# people per PC <= 1225.09,-0.1935151660660232,16,1033.0,#6f679f,# people per PC,medium,# people per PC (medium)
163,8,median income > 99.40,-0.164622128446026,16,1033.0,#6f679f,median income,high,median income (high)
164,9,Other Cancer > 7.02,0.09571096263476332,16,1033.0,#ff9366,Other Cancer,high,Other Cancer (high)
165,5,"31.60 < % adults, HS diploma only <= 35.80",0.2318591018013643,16,1033.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
166,3,PSA Test > 41.43,0.2882225900336047,16,1033.0,#ff9366,PSA Test,high,PSA Test (high)
167,2,# people per NP <= 2077.38,0.2960982846198793,16,1033.0,#ff9366,# people per NP,medium,# people per NP (medium)
168,1,unemployment rate > 5.68,0.5515347982616128,16,1033.0,#ff9366,unemployment rate,high,unemployment rate (high)
169,0,% poverty > 24.00,2.373638330092965,16,1033.0,#ff9366,% poverty,high,% poverty (high)
170,1,"% adults, HS diploma only > 40.48",-0.5592561778723061,17,1035.0,#6f679f,"% adults, HS diploma only",high,"% adults, HS diploma only (high)"
171,6,BMI Categories > 33.65,-0.24853427455619245,17,1035.0,#6f679f,BMI Categories,high,BMI Categories (high)
172,9,# people per NP > 6247.62,-0.13015670804548712,17,1035.0,#6f679f,# people per NP,high,# people per NP (high)
173,8,"% adults, < HS diploma > 17.78",0.1800218161196685,17,1035.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
174,7,median income <= 80.45,0.2213251245982964,17,1035.0,#ff9366,median income,medium,median income (medium)
175,5,5777.50 < population <= 12790.50,0.2849049817436459,17,1035.0,#ff9366,population,medium,population (medium)
176,4,PSA Test > 41.43,0.3379180315982909,17,1035.0,#ff9366,PSA Test,high,PSA Test (high)
177,3,# people per PC > 3223.50,0.4831904662430027,17,1035.0,#ff9366,# people per PC,high,# people per PC (high)
178,2,unemployment rate > 5.68,0.4927591562521637,17,1035.0,#ff9366,unemployment rate,high,unemployment rate (high)
179,0,% poverty > 24.00,2.3887621264155907,17,1035.0,#ff9366,% poverty,high,% poverty (high)
180,4,BMI Categories > 33.65,-0.2549514759144787,18,1037.0,#6f679f,BMI Categories,high,BMI Categories (high)
181,8,# people per NP > 6247.62,-0.11482008398109088,18,1037.0,#6f679f,# people per NP,high,# people per NP (high)
182,9,Exercise <= 74.81,-0.11080184404049992,18,1037.0,#6f679f,Exercise,medium,Exercise (medium)
183,7,"% adults, < HS diploma > 17.78",0.1594318047533212,18,1037.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
184,6,median income <= 80.45,0.20153247942139016,18,1037.0,#ff9366,median income,medium,median income (medium)
185,5,5777.50 < population <= 12790.50,0.25078868333565485,18,1037.0,#ff9366,population,medium,population (medium)
186,3,PSA Test > 41.43,0.3062560334474663,18,1037.0,#ff9366,PSA Test,high,PSA Test (high)
187,2,# people per PC > 3223.50,0.4606493273187607,18,1037.0,#ff9366,# people per PC,high,# people per PC (high)
188,1,unemployment rate > 5.68,0.4808000860356485,18,1037.0,#ff9366,unemployment rate,high,unemployment rate (high)
189,0,% poverty > 24.00,2.4326150325524045,18,1037.0,#ff9366,% poverty,high,% poverty (high)
190,2,population > 35478.00,-0.3326859218650993,19,1039.0,#6f679f,population,high,population (high)
191,6,BMI Categories > 33.65,-0.22772411082581456,19,1039.0,#6f679f,BMI Categories,high,BMI Categories (high)
192,8,# people per PC <= 1225.09,-0.14954809112216375,19,1039.0,#6f679f,# people per PC,medium,# people per PC (medium)
193,9,Exercise <= 74.81,-0.12815802507461352,19,1039.0,#6f679f,Exercise,medium,Exercise (medium)
194,7,"31.60 < % adults, HS diploma only <= 35.80",0.19749996894070493,19,1039.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
195,5,median income <= 80.45,0.23759433361797966,19,1039.0,#ff9366,median income,medium,median income (medium)
196,4,# people per NP <= 2077.38,0.24745504517865316,19,1039.0,#ff9366,# people per NP,medium,# people per NP (medium)
197,3,PSA Test > 41.43,0.30546859488284345,19,1039.0,#ff9366,PSA Test,high,PSA Test (high)
198,1,unemployment rate > 5.68,0.5702705601843451,19,1039.0,#ff9366,unemployment rate,high,unemployment rate (high)
199,0,% poverty > 24.00,2.3537498392081644,19,1039.0,#ff9366,% poverty,high,% poverty (high)
200,4,12790.50 < population <= 35478.00,-0.246607042587008,20,1041.0,#6f679f,population,medium,population (medium)
201,5,1225.09 < # people per PC <= 1953.17,-0.22383236431605946,20,1041.0,#6f679f,# people per PC,medium,# people per PC (medium)
202,6,BMI Categories > 33.65,-0.2134138604193845,20,1041.0,#6f679f,BMI Categories,high,BMI Categories (high)
203,8,Exercise <= 74.81,-0.1120116495169484,20,1041.0,#6f679f,Exercise,medium,Exercise (medium)
204,9,Pneumonia Vaccination <= 71.27,-0.10012598215837262,20,1041.0,#6f679f,Pneumonia Vaccination,medium,Pneumonia Vaccination (medium)
205,7,"% adults, < HS diploma > 17.78",0.1982121484671881,20,1041.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
206,3,PSA Test > 41.43,0.29306455400446724,20,1041.0,#ff9366,PSA Test,high,PSA Test (high)
207,2,# people per NP <= 2077.38,0.3304296324767105,20,1041.0,#ff9366,# people per NP,medium,# people per NP (medium)
208,1,unemployment rate > 5.68,0.548243242563473,20,1041.0,#ff9366,unemployment rate,high,unemployment rate (high)
209,0,% poverty > 24.00,2.3823692330695776,20,1041.0,#ff9366,% poverty,high,% poverty (high)
210,0,19.00 < % poverty <= 24.00,-0.4242727872503527,21,1043.0,#6f679f,% poverty,medium,% poverty (medium)
211,3,population > 35478.00,-0.2471183546672551,21,1043.0,#6f679f,population,high,population (high)
212,5,BMI Categories > 33.65,-0.20845178565055292,21,1043.0,#6f679f,BMI Categories,high,BMI Categories (high)
213,7,Alcohol Consumption <= 50.42,-0.15124166612633774,21,1043.0,#6f679f,Alcohol Consumption,medium,Alcohol Consumption (medium)
214,9,# people per PC <= 1225.09,-0.10588515239422007,21,1043.0,#6f679f,# people per PC,medium,# people per PC (medium)
215,8,Depression > 18.83,0.1107303493024096,21,1043.0,#ff9366,Depression,high,Depression (high)
216,6,"31.60 < % adults, HS diploma only <= 35.80",0.1746508732512667,21,1043.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
217,4,"% adults, < HS diploma > 17.78",0.20954834815677256,21,1043.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
218,2,# people per NP <= 2077.38,0.2759042624244794,21,1043.0,#ff9366,# people per NP,medium,# people per NP (medium)
219,1,PSA Test > 41.43,0.33126563863377145,21,1043.0,#ff9366,PSA Test,high,PSA Test (high)
220,3,population > 35478.00,-0.3070644639349996,22,1045.0,#6f679f,population,high,population (high)
221,4,BMI Categories > 33.65,-0.24336580413759776,22,1045.0,#6f679f,BMI Categories,high,BMI Categories (high)
222,5,3515.14 < # people per NP <= 6247.62,-0.1836321688678022,22,1045.0,#6f679f,# people per NP,medium,# people per NP (medium)
223,7,Exercise <= 74.81,-0.1390865114868083,22,1045.0,#6f679f,Exercise,medium,Exercise (medium)
224,9,Other Cancer > 7.02,0.09155685190219083,22,1045.0,#ff9366,Other Cancer,high,Other Cancer (high)
225,8,Depression > 18.83,0.09594154206552083,22,1045.0,#ff9366,Depression,high,Depression (high)
226,6,"31.60 < % adults, HS diploma only <= 35.80",0.14125725933162894,22,1045.0,#ff9366,"% adults, HS diploma only",medium,"% adults, HS diploma only (medium)"
227,2,PSA Test > 41.43,0.3296216162946901,22,1045.0,#ff9366,PSA Test,high,PSA Test (high)
228,1,unemployment rate > 5.68,0.5703214255981298,22,1045.0,#ff9366,unemployment rate,high,unemployment rate (high)
229,0,% poverty > 24.00,2.411483781222786,22,1045.0,#ff9366,% poverty,high,% poverty (high)
230,3,population > 35478.00,-0.30911830796093737,23,1047.0,#6f679f,population,high,population (high)
231,4,BMI Categories > 33.65,-0.2727538121975989,23,1047.0,#6f679f,BMI Categories,high,BMI Categories (high)
232,7,# people per PC <= 1225.09,-0.128956408176122,23,1047.0,#6f679f,# people per PC,medium,# people per PC (medium)
233,8,# people per GP (MD only) <= 2243.77,-0.11863514480581995,23,1047.0,#6f679f,# people per GP (MD only),medium,# people per GP (MD only) (medium)
234,9,"27.40 < % adults, some college <= 31.05",-0.07861002884267987,23,1047.0,#6f679f,"% adults, some college",medium,"% adults, some college (medium)"
235,6,"% adults, < HS diploma > 17.78",0.13419132042916607,23,1047.0,#ff9366,"% adults, < HS diploma",low,"% adults, < HS diploma (low)"
236,5,median income <= 80.45,0.2473400709364608,23,1047.0,#ff9366,median income,medium,median income (medium)
237,2,PSA Test > 41.43,0.3312599289926482,23,1047.0,#ff9366,PSA Test,high,PSA Test (high)
